id,cause,district,state,severity,localupdatetime,advisorymessage,isbidirectional,trafficpattern,head_latitude,head_longitude,tail_latitude,tail_longitude,route,type
120970,Slippery Sections,Peace District,Ongoing,Normal,01/26/2012 04:27:58,Slippery Sections from Junction with Highway 97 to British Columbia and Northwest Territory Border (138 km). Updated Thu Jan 26 at 4:27 am. (ID# 120970),1,None,60.00288903,-122.9371064,58.90138194,-123.1253281,Highway 77 Both directions,Road Condition
137055,Slippery Sections,Rocky Mountain District,Ongoing,Normal,11/11/2012 4:22,Slippery Sections from Junction of Highway 95A to Canal Flats (41 km). Updated Sun Nov 11 at 4:22 am. (ID# 137055),1,None,50.15085412,-115.8061717,49.81050311,-115.7687705,Highway 93 Both directions,Road Condition
124812,Compact Snow,Cariboo District,Ongoing,Normal,01/17/2012 12:46:59,Compact Snow from Loon Lake Road to 20 kilometers north of Lac La Hache (136.4 km). Updated Tue Jan 17 at 12:46 pm. (ID# 124812),1,None,51.89448886,-121.6982063,50.96756595,-121.4591316,Highway 97 Both directions,Road Condition
131700,Compact Snow with Slippery Sections,Bulkley Stikine District,Ongoing,Normal,03/21/2012 12:55:08,"Compact Snow with Slippery Sections from Cranberry River, 76 kilometers north of Kitwanga to Deltaic Creek Bridge, 64 kilometers north of Meziadin Junction (144.8 km). Updated Wed Mar 21 at 12:55 pm. (ID# 131700)",1,None,56.54666257,-129.5490084,55.60037376,-128.5440523,Highway 37 Both directions,Road Condition
125212,Compact Snow with Slippery Sections,West Kootenay District,Ongoing,Normal,01/19/2012 04:24:52,Compact Snow with Slippery Sections from Junction with Highway 6 to Creston (69.8 km). Updated Thu Jan 19 at 4:24 am. (ID# 125212),1,None,49.09553305,-116.5031556,49.075468,-117.2728907,Highway 3 Both directions,Road Condition
129279,Compact Snow with Slippery Sections,West Kootenay District,Ongoing,Normal,03/01/2012 4:13,Compact Snow with Slippery Sections from Kaslo to Meadow Creek (39.6 km). Updated Thu Mar 1 at 4:13 am. (ID# 129279),1,None,50.23932108,-116.9711534,49.91627986,-116.9126301,Highway 31 Both directions,Road Condition
134287,Ferry Service Interruption,West Kootenay District,Ongoing,Normal,07/10/2012 3:03,Ferry operations at Arrow Park Cable Ferry 22 KM west of Nakusp on Hwy 6 will be operating on a day to day basis until further notice. Due to extreme high water levels on Arrow Lakes reservoir. Level at full pool at this time and expected to rise additional two feet over the next two weeks. Closure can be expected with an additional one foot of rise. Updated on Tue Jul 10 at 3:03 am. (ID# 134287),1,None,50.10727717,-117.9018133,50.10727717,-117.9018133,Arrow Park Ferry Both directions,Incident
133713,Debris on Road,Okanagan Shuswap District,Ongoing,Normal,09/20/2012 06:04:43,Watch for falling rocks on Road from Princeton to Junction with Brookmere Road (59.4 km). Updated on Thu Sep 20 at 6:04 am. (ID# 133713),1,None,49.8162541,-120.7051283,49.45824703,-120.5419089,Coalmont Road Both directions,Incident
133006,Debris on Road,Rocky Mountain District,Ongoing,Normal,05/29/2012 07:40:20,Watch for rocks on road from Golden to West Boundary of Yoho National Park (25.8 km). Updated on Tue May 29 at 7:40 am. (ID# 133006),1,None,51.23893257,-116.652283,51.30699503,-116.9657279,Highway 1 Both directions,Incident
142026,Limited Visibility with Fog,Okanagan Shuswap District,Ongoing,Normal,12/21/2012 03:07:26,Limited Visibility with Fog 4 km east of Sorrento to 11.5 km west of Sicamous (46.9 km). Updated Fri Dec 21 at 3:07 am. (ID# 142026),1,None,50.79205265,-119.1186412,50.87883412,-119.4023188,Highway 1 Both directions,Road Condition
140950,Compact Snow,Okanagan Shuswap District,Ongoing,Normal,12/17/2012 01:06:53,Compact Snow from Osoyoos to Nine Mile Pit (19.8 km). Updated Mon Dec 17 at 1:06 am. (ID# 140950),1,None,49.00432422,-119.3176644,49.02886771,-119.4462509,Highway 3 Both directions,Road Condition
134105,Mud Slide,Fort George District,Ongoing,Normal,09/11/2012 12:34,Mud Slide 23 km east of Slim Creek. The road is reduced to single lane alternating traffic. Updated on Tue Sep 11 at 12:34 pm. (ID# 134105),1,Single Lane Alternating Traffic,53.63934354,-120.8700693,53.63934354,-120.8700693,Highway 16 Both directions,Incident
128641,Slippery Sections,Rocky Mountain District,Ongoing,Normal,02/21/2012 02:40:22,Slippery Sections from Brisco to Golden (77.4 km). Updated Tue Feb 21 at 2:40 am. (ID# 128641),1,None,51.30697608,-116.9657173,50.82535265,-116.2683431,Highway 95 Both directions,Road Condition
123965,Compact Snow,Lower Mainland District,Ongoing,Normal,01/16/2012 09:05:36,Compact Snow 10 km west of Allison Pass Summit to Sunday Summit (54.7 km). Updated Mon Jan 16 at 9:05 am. (ID# 123965),1,None,49.25167143,-120.5848397,49.17685932,-120.9640866,Highway 3 Both directions,Road Condition
134064,Debris on Road,Okanagan Shuswap District,Ongoing,Normal,06/18/2012 02:37:43,Watch for rocks on road from Junction Highway 97 in Monte Creek to 4 km east of Sorrento (53.1 km). Updated on Mon Jun 18 at 2:37 am. (ID# 134064),1,None,50.87883412,-119.4023188,50.64935685,-119.9554209,Highway 1 Both directions,Incident
128719,Compact Ice,Vancouver Island District,Ongoing,Normal,02/23/2012 04:29:33,Compact Ice from Tahsis to Gold River (64.7 km). Updated Thu Feb 23 at 4:29 am. (ID# 128719),1,None,49.78201107,-126.0468224,49.92158864,-126.6512997,Head Bay Road Both directions,Road Condition
140196,Compact Snow,Cariboo District,Ongoing,Normal,12/11/2012 16:38,Compact Snow from Hagensborg to Anahim Lake (120.9 km). Updated Tue Dec 11 at 4:38 pm. (ID# 140196),1,None,52.42146345,-125.235731,52.39464758,-126.481793,Highway 20 Both directions,Road Condition
128870,Compact Ice,West Kootenay District,Ongoing,Normal,02/21/2012 05:40:19,Compact Ice from Greenwood to Eholt Summit (16.7 km). Updated Tue Feb 21 at 5:40 am. (ID# 128870),1,None,49.12962437,-118.5424875,49.10017424,-118.6763194,Highway 3 Both directions,Road Condition
134348,Debris on Road,Rocky Mountain District,Ongoing,Normal,07/17/2012 06:41:12,Watch for rocks and potholes on road from West Boundary of Glacier National Park to East Boundary of Glacier National Park (43.8 km). Updated on Tue Jul 17 at 6:41 am. (ID# 134348),1,None,51.46492937,-117.480526,51.20965444,-117.7163215,Highway 1 Both directions,Incident
141090,Compact Snow with Slippery Sections,Cariboo District,Ongoing,Normal,12/14/2012 12:50:11,Compact Snow with Slippery Sections from Loon Lake Road to Clinton (17.6 km). Updated Fri Dec 14 at 12:50 pm. (ID# 141090),1,None,51.08215151,-121.5909914,50.96756595,-121.4591316,Highway 97 Both directions,Road Condition
128353,Compact Snow with Slippery Sections,Bulkley Stikine District,Ongoing,Normal,02/23/2012 04:17:23,Compact Snow with Slippery Sections from British Columbia and Alaska Border to Meziadin Junction with Highway 37 (64.9 km). Updated Thu Feb 23 at 4:17 am. (ID# 128353),1,None,56.10066399,-129.3073162,55.91198744,-130.0165268,Highway 37A Both directions,Road Condition
137874,Slippery Sections,Fort George District,Ongoing,Normal,11/18/2012 22:31:30,Slippery Sections from Salmon Valley to McLeod Lake (112.1 km). Updated Sun Nov 18 at 10:31 pm. (ID# 137874),1,None,54.99301659,-123.033158,54.09845614,-122.6749326,Highway 97 Both directions,Road Condition
141745,Compact Snow with Slushy Sections,Vancouver Island District,Ongoing,Normal,12/23/2012 04:54:20,Compact Snow with Slushy Sections from Buttle Narrows to Campbell River (39.8 km). Updated Sun Dec 23 at 4:54 am. (ID# 141745),1,None,50.01473991,-125.35517,49.84176106,-125.621261,Highway 28 Both directions,Road Condition
-34329,Bridge Maintenance,West Kootenay District,Ongoing,Normal,06/01/2012 7:22,Bridge Maintenance.Sub structure bridge washing at Trail bridge.640 m east of Junction with Highway 22 in Trail 8:00 am to 3:00 pm on Fri Jun 1. Lane closure in effect. Updated on Fri Jun 1 at 7:22 am. (ID# -34329),1,Lane Closure,49.09912726,-117.6780368,49.09912726,-117.6780368,Highway 3B Both directions,Current Planned
134859,Debris on Road,Rocky Mountain District,Ongoing,Normal,10/19/2012 20:13:17,Watch for fallen rocks from Revelstoke Dam to Mica Dam (141.5 km). Updated on Fri Oct 19 at 8:13 pm. (ID# 134859),1,None,52.04699182,-118.593202,51.04322357,-118.2040972,Highway 23 Both directions,Incident
139976,Slushy with Slippery Sections,Rocky Mountain District,Ongoing,Normal,12/05/2012 9:14,Slushy with Slippery Sections from Brisco to Golden (77.4 km). Updated Wed Dec 5 at 9:14 am. (ID# 139976),1,None,51.30697608,-116.9657173,50.82535265,-116.2683431,Highway 95 Both directions,Road Condition
-36555,Maintenance,Lower Mainland District,Ongoing,Normal,09/04/2012 7:34,Maintenance 8 km north of Pemberton 7:00 am to 5:00 pm daily through Sep 12. The road is reduced to single lane alternating traffic. Updated on Tue Sep 4 at 7:34 am. (ID# -36555),1,Single Lane Alternating Traffic,50.31681069,-122.7036683,50.31681069,-122.7036683,Highway 99 Both directions,Current Planned
124619,Compact Snow,Okanagan Shuswap District,Ongoing,Normal,01/14/2012 04:43:33,"Compact Snow from Junction with Highway 3, in Princeton to Gulliford Lake Rest Area (39.1 km). Updated Sat Jan 14 at 4:43 am. (ID# 124619)",1,None,49.76248347,-120.6439413,49.4581308,-120.5051882,Highway 5A Both directions,Road Condition
130124,Frost Heaves,Bulkley Stikine District,Ongoing,Normal,03/07/2012 12:12,"Frost Heaves from Cranberry River, 76 kilometers north of Kitwanga to Deltaic Creek Bridge, 64 kilometers north of Meziadin Junction (144.8 km). Updated Wed Mar 7 at 12:12 pm. (ID# 130124)",1,None,56.54666257,-129.5490084,55.60037376,-128.5440523,Highway 37 Both directions,Road Condition
141022,Compact Snow with Slushy Sections,Thompson Nicola District,Ongoing,Normal,12/13/2012 20:23:17,Compact Snow with Slushy Sections from 10 kilometers east of Cache Creek to Kamloops (73.3 km). Updated Thu Dec 13 at 8:23 pm. (ID# 141022),1,None,50.6682829,-120.3079691,50.78553539,-121.1881244,Highway 1 Both directions,Road Condition
141230,Compact Snow with Slippery Sections,Thompson Nicola District,Ongoing,Normal,12/16/2012 03:44:06,"Compact Snow with Slippery Sections from McLure to Little Fort, Junction with Highway 24 (49.6 km). Updated Sun Dec 16 at 3:44 am. (ID# 141230)",1,None,51.4239215,-120.2053329,51.03224297,-120.2239955,Highway 5 Both directions,Road Condition
142827,Hydro Lines Down,Lower Mainland District,Ongoing,Major,12/29/2012 14:51:10,"Closed at Junction with Highway 7, in Haig because of Hydro Lines Down. Detour via Highway 3 or Highway 5. Estimated time of opening between 4:00 pm - 7:00 pm. Next update 4:00 pm. Updated on Sat Dec 29 at 2:51 pm. (ID# 142827)",,Closed,49.39301399,-121.459692,49.39301399,-121.459692,Highway 1 Eastbound,Incident
124905,Compact Snow with Slippery Sections,Fort George District,Ongoing,Normal,01/16/2012 07:55:35,"Compact Snow with Slippery Sections 19 km west of Junction with Highway 5, in Tete Jaune Cache to Junction with Highway 5, in Tete Jaune Cache (19 km). Updated Mon Jan 16 at 7:55 am. (ID# 124905)",1,None,52.98533444,-119.4598042,53.08478505,-119.6854241,Highway 16 Both directions,Road Condition
129299,Compact Snow with Slippery Sections,Fort George District,Ongoing,Normal,03/01/2012 5:25,Compact Snow with Slippery Sections from McMurphy to Blue River (56.7 km). Updated Thu Mar 1 at 5:25 am. (ID# 129299),1,None,52.10122839,-119.3113303,51.67126698,-119.4759223,Highway 5 Both directions,Road Condition
134209,Wildlife on Road,Rocky Mountain District,Ongoing,Normal,07/21/2012 14:18:43,Wildlife on Road from Revelstoke to West Boundary of Glacier National Park (48.1 km). Updated on Sat Jul 21 at 2:18 pm. (ID# 134209),1,None,51.20965444,-117.7163215,51.0093038,-118.2162112,Highway 1 Both directions,Incident
134003,Debris on Road,Okanagan Shuswap District,Ongoing,Normal,06/20/2012 06:34:27,"Watch for falling rocks on Road 21 km south of Falkland to Junction with Highway 1, at Monte Creek (62.9 km). Updated on Wed Jun 20 at 6:34 am. (ID# 134003)",1,None,50.63092585,-119.9252694,50.42254051,-119.3379549,Highway 97 Both directions,Incident
122628,Compact Snow with Slippery Sections,Bulkley Stikine District,Ongoing,Normal,01/26/2012 06:13:21,"Compact Snow with Slippery Sections from Stikine River Bridge to Junction with Highway 51 and Boulder, in Dease Lake (50.8 km). Updated Thu Jan 26 at 6:13 am. (ID# 122628)",1,None,58.43460727,-129.9874032,58.04144209,-129.9498506,Highway 37 Both directions,Road Condition
124855,Slippery Sections,Rocky Mountain District,Ongoing,Normal,01/16/2012 12:52:29,Slippery Sections from Wycliffe to Kimberley (14.7 km). Updated Mon Jan 16 at 12:52 pm. (ID# 124855),1,None,49.68284319,-115.9841915,49.60501646,-115.863329,Highway 95A Both directions,Road Condition
129046,Slippery Sections,Rocky Mountain District,Ongoing,Normal,02/22/2012 22:51:46,Slippery Sections 25 km east of Fernie to Sparwood (4 km). Updated Wed Feb 22 at 10:51 pm. (ID# 129046),1,None,49.71950103,-114.8921825,49.68394444,-114.8894584,Highway 3 Both directions,Road Condition
133698,Debris on Road,Rocky Mountain District,Ongoing,Normal,06/13/2012 02:10:18,Watch for potholes and rocks on road from Revelstoke to West Boundary of Glacier National Park (48.1 km). Updated on Wed Jun 13 at 2:10 am. (ID# 133698),1,None,51.20964657,-117.7163374,51.0093038,-118.2162112,Highway 1 Both directions,Incident
132226,Compact Snow with Slippery Sections,Rocky Mountain District,Ongoing,Normal,03/20/2012 20:31:44,Compact Snow with Slippery Sections from West Boundary of Glacier National Park to East Boundary of Glacier National Park (43.8 km). Updated Tue Mar 20 at 8:31 pm. (ID# 132226),1,None,51.46491939,-117.4805135,51.20964657,-117.7163374,Highway 1 Both directions,Road Condition
131953,Slippery Sections,Thompson Nicola District,Ongoing,Normal,03/19/2012 19:13:17,"Slippery Sections from Junction with Highway 5A, at Aspen Grove to Pennask Summitt (1728 metres) (49.5 km). Updated Mon Mar 19 at 7:13 pm. (ID# 131953)",1,None,49.91009686,-120.0284457,49.95178055,-120.6169141,Highway 97C Both directions,Road Condition
134003,Debris on Road,Okanagan Shuswap District,Ongoing,Normal,06/19/2012 22:02:42,"Watch for falling rocks on Road 21 km south of Falkland to Junction with Highway 1, at Monte Creek (62.9 km). Updated on Tue Jun 19 at 10:02 pm. (ID# 134003)",1,None,50.63092585,-119.9252694,50.42254051,-119.3379549,Highway 97 Both directions,Incident
142192,Compact Snow,Cariboo District,Ongoing,Normal,12/28/2012 08:41:24,"Compact Snow from Mission Dam to Junction with Highway 99, in Lillooet (49.8 km). Updated Fri Dec 28 at 8:41 am. (ID# 142192)",1,None,50.68059216,-121.9338746,50.7898233,-122.2248772,Highway 40 Both directions,Road Condition
138041,Debris on Road,Okanagan Shuswap District,Ongoing,Normal,11/21/2012 16:20:50,"Debris on Road(watch for rocks on road) from Junction with Highway 3, in Princeton to Gulliford Lake Rest Area (39.1 km). Updated on Wed Nov 21 at 4:20 pm. (ID# 138041)",1,None,49.76248347,-120.6439413,49.4581308,-120.5051882,Highway 5A Both directions,Incident
142984,Slippery Sections,Skeena District,Ongoing,Normal,12/31/2012 23:21:14,Slippery Sections from BC Ferries Terminal in Skidegate to Port Clements (61.6 km). Updated Mon Dec 31 at 11:21 pm. (ID# 142984),1,None,53.68557361,-132.1697601,53.24717222,-132.0133643,Highway 16 on Haida Gwaii Both directions,Road Condition
123456,Slushy Sections,Rocky Mountain District,Ongoing,Normal,01/03/2012 4:39,Slushy Sections 25 km east of Fernie to Sparwood (4 km). Updated Tue Jan 3 at 4:39 am. (ID# 123456),1,None,49.71950103,-114.8921825,49.68394444,-114.8894584,Highway 3 Both directions,Road Condition
-33021,Bridge Maintenance,West Kootenay District,Ongoing,Normal,04/10/2012 6:37,Bridge Maintenance 300 m east of Junction with Highway 3 in Ootischenia 8:30 am to 2:30 pm on Tue Apr 10. The road is reduced to single lane alternating traffic. Updated on Tue Apr 10 at 6:37 am. (ID# -33021),1,Single Lane Alternating Traffic,49.29142568,-117.638665,49.29142568,-117.638665,Highway 3A between Castlegar and Creston Both directions,Current Planned
133700,Debris on Road,Rocky Mountain District,Ongoing,Normal,05/31/2012 07:12:51,Watch for potholes from Shelter Bay to Revelstoke (50.9 km). Updated on Thu May 31 at 7:12 am. (ID# 133700),1,None,51.01426121,-118.2129307,50.63452157,-117.9285761,Highway 23 Both directions,Incident
137573,Compact Snow,Thompson Nicola District,Ongoing,Normal,11/16/2012 03:02:10,Compact Snow from Elkhart Road Exit to Pennask Summitt (1728 metres) (21.4 km). Updated Fri Nov 16 at 3:02 am. (ID# 137573),1,None,49.91009686,-120.0284457,49.87199224,-120.3077369,Highway 97C Both directions,Road Condition
-35039,Maintenance,Bulkley Stikine District,Ongoing,Normal,06/21/2012 08:50:41,Maintenance 15 km west of Burns Lake 9:00 am to 3:00 pm daily through Jun 22. The road is reduced to single lane alternating traffic. Updated on Thu Jun 21 at 8:50 am. (ID# -35039),1,Single Lane Alternating Traffic,54.29038431,-125.8315834,54.29038431,-125.8315834,Highway 16 Both directions,Current Planned
125007,Slippery Sections,Okanagan Shuswap District,Ongoing,Normal,01/18/2012 12:32:06,"Slippery Sections from Junction with Highway 97A, in Enderby to Junction with Highway 1, in Salmon Arm (14.3 km). Updated Wed Jan 18 at 12:32 pm. (ID# 125007)",1,None,50.70891422,-119.2276086,50.60139848,-119.1528361,Highway 97B Both directions,Road Condition
130929,Wildlife on Road,Lower Mainland District,Ongoing,Normal,03/29/2012 01:05:54,Wildlife on Road from Yale to Jackass Mountain Summit (361 metres) (67.6 km). Updated on Thu Mar 29 at 1:05 am. (ID# 130929),1,None,50.08125344,-121.5515016,49.56322172,-121.4337409,Highway 1 Both directions,Incident
141325,Wildlife on Road,Cariboo District,Ongoing,Normal,12/24/2012 09:26:49,Wildlife on Road from Junction with Horsefly Road to Keithley Creek (106.4 km). Updated on Mon Dec 24 at 9:26 am. (ID# 141325),1,None,52.75446997,-121.4059264,52.15281266,-121.9493007,Likely Road Both directions,Incident
-33755,Avalanche Control,West Kootenay District,Future,Major,05/03/2012 17:58,"Avalanche Control 5 km west of Kootenay Pass Summit to 5 km east of Kootenay Pass Summit (10 km), 6:30 am to 8:30 am on Fri May 4. Delays of up to two (2) hours expected. Detour via Highway 3A and the Kootenay Lake Ferry. Updated on Thu May 3 at 5:58 pm. (ID# -33755) ",1,Delay longer than 30 minutes,49.14057501,-116.692512,49.12686755,-116.8178302,Highway 3 Both directions,Future Planned
127420,Debris on Road,Okanagan Shuswap District,Ongoing,Normal,02/13/2012 16:44:57,Watch for Fallen Rock and Ice on Road from Mara to Sicamous (19.7 km). Updated on Mon Feb 13 at 4:44 pm. (ID# 127420),1,None,50.83398147,-118.9808586,50.68098409,-119.0537106,Highway 97A Both directions,Incident
141253,Slippery Sections,Okanagan Shuswap District,Ongoing,Normal,12/18/2012 22:40:25,Slippery Sections from Armstrong to Mara (31.8 km). Updated Tue Dec 18 at 10:40 pm. (ID# 141253),1,None,50.68098409,-119.0537106,50.44589234,-119.1825753,Highway 97A Both directions,Road Condition
126214,Slippery Sections,Cariboo District,Ongoing,Normal,01/30/2012 05:18:26,"Slippery Sections from Junction with Likely Road, East of 150 Mile House to Horsefly (46.3 km). Updated Mon Jan 30 at 5:18 am. (ID# 126214)",1,None,52.33351649,-121.4149194,52.1528211,-121.9492853,Horsefly Road Both directions,Road Condition
-35102,Ditching,Okanagan Shuswap District,Ongoing,Normal,06/28/2012 15:06:40,Ditching 2 km north of Coalmont to 5 km north of Tulameen is now clear.  Updated on Thu Jun 28 at 3:06 pm. (ID# -35102),1,Single Lane Alternating Traffic,49.58626229,-120.7740693,49.52165325,-120.7098274,Coalmont Road Both directions,Current Planned
134059,Debris on Road,Rocky Mountain District,Ongoing,Normal,06/15/2012 02:41:03,Watch for potholes and rocks on road from Shelter Bay to Revelstoke (51 km). Updated on Fri Jun 15 at 2:41 am. (ID# 134059),1,None,51.01427013,-118.2129291,50.63451905,-117.9287901,Highway 23 Both directions,Incident
134764,Police Incident,Lower Mainland District,Ongoing,Normal,08/30/2012 17:17:24,"Police Incident at Junction with Cariboo Road, in Coquitlam. Lane closure in effect. Updated on Thu Aug 30 at 5:17 pm. (ID# 134764)",,Lane Closure,49.24051625,-122.918181,49.24051625,-122.918181,Highway 1 Westbound,Incident
129637,Slushy Sections,West Kootenay District,Ongoing,Normal,02/26/2012 12:46:58,"Slushy Sections from Kootenay Bay Ferry Landing, in Kootenay Bay to Junction with Highway 3, in Creston (77.9 km). Updated Sun Feb 26 at 12:46 pm. (ID# 129637)",1,None,49.118626,-116.5235616,49.6752259,-116.8727806,Highway 3A between Castlegar and Creston Both directions,Road Condition
123576,Debris on Road,Thompson Nicola District,Ongoing,Normal,01/04/2012 7:48,"Watch for falling rock from Jackass Mountain Summit (361 metres) to Junction with Highway 8, in Spences Bridge (52.3 km). Updated on Wed Jan 4 at 7:48 am. (ID# 123576)",1,None,50.41390842,-121.3586307,50.08125344,-121.5515016,Highway 1 Both directions,Incident
125057,Compact Snow with Slippery Sections,Rocky Mountain District,Ongoing,Normal,01/21/2012 22:39:21,Compact Snow with Slippery Sections from Fernie to 25 km east of Fernie (25 km). Updated Sat Jan 21 at 10:39 pm. (ID# 125057),1,None,49.68394444,-114.8894584,49.50327422,-115.0713205,Highway 3 Both directions,Road Condition
